"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"115",436904,"Frasier","10","1","Martin","Well, I hope it's not too deep.  When we went to the top of the Space Needle and you looked down, you got sick.",0,"male",43690,2002,24,"2002-2005"
"116",481133,"Frasier","11","4","Niles","Ronee Lawrence!  She's the fiend who told me all those ghastly bed time stories about tiny insects that would crawl into my ears and eat my brains.  Earwigs!  I, I wore a football helmet to bed for a month that year!",0,"male",48113,2003,43,"2002-2005"
"117",509571,"Friends","10","17","Rachel","Me too. Oh, I'm just sorry I'm not gonna be around to watch you two attempt to handle this! Alright, I can't say goodbye to you guys again. I love you all so much.",1,"female",50957,2004,33,"2002-2005"
"118",420121,"Friends","9","3","Phoebe","Why did you go along with that?",1,"female",42012,2002,6,"2002-2005"
"119",473281,"Friends","10","3","Rachel","Ok (starts to light some candles) Sexy, sexy, very sexy, sexy. (Claps her hands and jumps at Joey, clearly very excited) Alright! Lets do it!",1,"female",47328,2003,24,"2002-2005"
"120",478361,"Friends","10","5","Rachel","I know, I know, and you were right Ross. (To Amy) You are soo irresponsible I am never letting you baby-sit ever again!",1,"female",47836,2003,22,"2002-2005"
"121",434404,"Frasier","9","24","Niles","It occurs to me, there's no woman so attractive than the one some other guy seems to be attracted to.  So...",0,"male",43440,2002,21,"2002-2005"
"122",460211,"Friends","9","22","Phoebe","(disappointed) Oh, good for you.",1,"female",46021,2003,4,"2002-2005"
"123",66314,"How I met your mother","01","04","Robin","So I'm not going to jeopardize my promotion by saying ""Booger"" for fifty bucks.",1,"female",663,2005,13,"2002-2005"
"124",526192,"Frasier","11","24","Frasier","Of course.  Oh, Niles, I know how much you've always coveted this chess set.And I want you to have it.",0,"male",52619,2004,20,"2002-2005"
"125",435434,"Frasier","9","24","Daphne","I can't believe this is really happening.  I mean, maybe I'm naive, but I always thought love would save the day.",1,"female",43543,2002,21,"2002-2005"
"126",439431,"Friends","9","14","Ross","Nah, I don't know if I should. I don't wanna be drunk when I go home alone.",0,"male",43943,2003,16,"2002-2005"
"127",45838,"Friends","9","22","Monica","Don't worry, after a while he'll tune it out.",1,"female",45838,2003,8,"2002-2005"
"128",525802,"Frasier","11","24","Roz","Yeah.  Thank you.  Bye.",1,"female",52580,2004,5,"2002-2005"
"129",183714,"How I met your mother","01","09","Marshall","I'm Funyuns and mayonnaise and gummy bears and baskiceball and I love St. Cloud. And yes, there is a part of me that would like to move here someday, and why are we having this discussion in a jail cell on Thanksgiving?",0,"male",1837,2005,41,"2002-2005"
"130",431465,"Frasier","9","22","Frasier","Often a fear of darkness is a fear of the unknown.  It is in darkness where our imaginations give shape to our deepest anxieties.  What image comes to mind for you?",0,"male",43146,2002,32,"2002-2005"
"131",455271,"Friends","9","20","Rachel","I could, I could but I don't want to! I want to kiss Joey!",1,"female",45527,2003,13,"2002-2005"
"132",469291,"Friends","10","1","Rachel","Wow! Well, clearly this is not a good time.",1,"female",46929,2003,8,"2002-2005"
"133",45905,"Friends","9","22","Rachel","I don't know, you know, just the way she waltzed in here all smart, and tall! You know, and just swept Joey off his feet... I mean, nobody else has a chance!",1,"female",45905,2003,31,"2002-2005"
"134",505811,"Friends","10","16","Phoebe","It's a cotton swab with a bit of my saliva on it, so that if they perfect the cloning process while you are over there, you can use the DNA to create your own Pheebs!",1,"female",50581,2004,34,"2002-2005"
"135",512292,"Frasier","11","18","Frasier","Ah, truth be told, I'm going to miss him when he moves out.",0,"male",51229,2004,12,"2002-2005"
"136",49209,"Friends","10","11","Monica","(singing) ""I'm a little bit country""...",1,"female",49209,2004,5,"2002-2005"
"137",492301,"Friends","10","11","Ross","Yeah, yeah. You should come check us out. We're called ""Way! No Way!"".",0,"male",49230,2004,12,"2002-2005"
"138",468691,"Friends","10","1","Joey","I can't think of anything.",0,"male",46869,2003,4,"2002-2005"
"139",167116,"The Office","2","2","Michael","The problem is that I am the boss and apparently I can't say anything.",0,"male",1671,2005,13,"2002-2005"
"140",420781,"Friends","9","4","Phoebe","Oh my god you're right.",1,"female",42078,2002,4,"2002-2005"
"141",455453,"Frasier","10","11","Daphne","Yes, that's who I meant.",1,"female",45545,2003,4,"2002-2005"
"142",504573,"Frasier","11","15","Roz","Do you know Nanny Gee?  What, did you like date her?",1,"female",50457,2004,11,"2002-2005"
"143",457861,"Friends","9","21","Chandler","Actually it's both of us.",0,"male",45786,2003,4,"2002-2005"
"144",485231,"Friends","10","8","Phoebe","And it looks like she put makeup on her!",1,"female",48523,2003,8,"2002-2005"
"145",426991,"Friends","9","6","David","Allright... But... if I ever do come back from Minsk... (points at Mike) well, you just better watch out.",0,"male",42699,2002,18,"2002-2005"
"146",459501,"Friends","9","22","Rachel","Ok well, I heard that! Which means that she heard it too!",1,"female",45950,2003,11,"2002-2005"
"147",456991,"Friends","9","21","Rachel","No, it's just that uhm... it feels so good... Ikea... (pause) Yeah, say hey, you'll know this, what's the capital of Sweden?",1,"female",45699,2003,21,"2002-2005"
"148",511401,"Friends","10","17","Monica","Alright. My job here is done.",1,"female",51140,2004,5,"2002-2005"
"149",495501,"Friends","10","12","Monica","Ok, it's 2100 hours. (to Phoebe) Time for your toast. (Mike appears)",1,"female",49550,2004,11,"2002-2005"
"150",399711,"Friends","8","18","Phoebe","Well, so what I like him! Do I make fun of the people youve dated? Tag, Janice, Mona? No, because friends dont do that. But, do you want my opinion? Do you want it? Cause in my opinion, your collective dating record reads like the whos who of human crap. (Walks off)",1,"female",39971,2002,51,"2002-2005"
"151",107713,"How I met your mother","01","06","Ted","Hey, I want the Slutty Pumpkin to recognize me and she knows me as a hanging chad.",0,"male",1077,2005,16,"2002-2005"
"152",136416,"The Office","2","1","Michael","The Dundie award for ""Longest Engagement"" goes to Pam Beesley.",0,"male",1364,2005,9,"2002-2005"
"153",439631,"Friends","9","14","Rachel","Wow, everything looks so good! I think I'm gonna have the chicken.",1,"female",43963,2003,11,"2002-2005"
"154",508431,"Friends","10","17","Monica","We can't split them up!",1,"female",50843,2004,4,"2002-2005"
"155",475791,"Friends","10","4","Rachel","Oh, why do you even bother? I already ruined her first birthday... And do you know how important these early experiences are Ross? Very! According to the back cover of that book that you gave me.",1,"female",47579,2003,35,"2002-2005"
"156",424711,"Friends","9","5","Monica","We dont have much time. Once the egg descended the oviduct",1,"female",42471,2002,10,"2002-2005"
"157",502641,"Friends","10","14","Monica","So what if he wants to sleep with her? I mean, she's single and he's cute.",1,"female",50264,2004,15,"2002-2005"
"158",505003,"Frasier","11","15","Niles","Judging from some of these song titles, you may be right.  ""Nanny's Messy Bed,"" ""I Feel Something Great Inside Me,"" ""Bannisters are Fun""...",0,"male",50500,2004,23,"2002-2005"
"159",480491,"Friends","10","6","Chandler","Why are you so sure I didn't watch this tape?",0,"male",48049,2003,9,"2002-2005"
"160",424641,"Friends","9","5","Rachel","Oh thank god, if Phoebes going, can we please take Emma home?",1,"female",42464,2002,11,"2002-2005"
"161",402421,"Friends","8","20","Monica","You ordered a stripper for the shower?! That is totally inappropriate!",1,"female",40242,2002,10,"2002-2005"
"162",480301,"Friends","10","6","Chandler","(now yelling) (pretending to look shocked) I did!",0,"male",48030,2003,7,"2002-2005"
"163",482241,"Friends","10","7","Phoebe","Hello, is this the creepy residence?",1,"female",48224,2003,5,"2002-2005"
"164",499321,"Friends","10","13","Joey","For one thing, the guy on the tape said I was doing a good job!",0,"male",49932,2004,14,"2002-2005"
"165",456463,"Frasier","10","12","Roz","There she is!  Don't come over, don't come over, don't come over.Oh... look who's too good for us!",1,"female",45646,2003,18,"2002-2005"
"166",453811,"Friends","9","20","Monica","(to Ross) So, did you two have fun?",1,"female",45381,2003,7,"2002-2005"
"167",413961,"Friends","9","1","Rachel","Im sorry honey, what were you saying?",1,"female",41396,2002,6,"2002-2005"
"168",231714,"How I met your mother","01","11","Ranjit","I don't think I can do it.",0,"male",2317,2005,6,"2002-2005"
"169",449361,"Friends","9","18","Phoebe","If we are not doing it together, we're not doing it at all! So, say goodbye to your tickets! (She holds out the bowl, and makes as to drop the tickets on the street).",1,"female",44936,2003,33,"2002-2005"
"170",324015,"The Office","2","8","Michael","So my looks have nothing to do with it?",0,"male",3240,2005,8,"2002-2005"
"171",439219,"Frasier","10","2","Roz","What?  No, no!I worked with this person a long, long time ago.",1,"female",43921,2002,12,"2002-2005"
"172",439831,"Friends","9","14","Joey","Oh, great, pretty soon they'll be back together.",0,"male",43983,2003,7,"2002-2005"
"173",337415,"The Office","2","9","Michael","Alright. Oscar, got big plans tonight with-",0,"male",3374,2005,6,"2002-2005"
"174",44569,"Friends","9","17","Phoebe","Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.",1,"female",44569,2003,52,"2002-2005"
"175",424405,"Frasier","9","18","Roz","Oh.  Ooh, when's Lilith coming in?",1,"female",42440,2002,6,"2002-2005"
"176",500851,"Friends","10","14","Rachel","Okay. Oh, yeah... (whispering to mr Zellner) Oh he's cute!",1,"female",50085,2004,9,"2002-2005"
"177",469781,"Friends","10","2","Joey","Rach, he just saw us.",0,"male",46978,2003,4,"2002-2005"
"178",45412,"Friends","9","20","Phoebe","We know about your party Joey.",1,"female",45412,2003,5,"2002-2005"
"179",131814,"How I met your mother","01","07","Ted","There's a 9.6 right there.",0,"male",1318,2005,4,"2002-2005"
"180",506611,"Friends","10","16","Phoebe","You know, maybe she was just really spent from our talk. It was pretty intense.",1,"female",50661,2004,14,"2002-2005"
"181",360515,"The Office","2","10","Michael","I think this is going great.",0,"male",3605,2005,5,"2002-2005"
"182",430231,"Friends","9","8","Rachel","Honey, I don't know how to tell you this, but um, if something were to happen to Ross or to myself <Ross and Rachel knock on wood> um you wouldn't get the baby.",1,"female",43023,2002,32,"2002-2005"
"183",386471,"Friends","8","12","Ross","What?! That-thats all the way cross town, Im supposed to teach a graduate seminar there in ten minutes.",0,"male",38647,2002,17,"2002-2005"
"184",44983,"Friends","9","18","Rachel","Oh, but of course it is!",1,"female",44983,2003,5,"2002-2005"
"185",459911,"Friends","9","22","Rachel","Oh God. You did. You heard. Ok, listen, let me explain.",1,"female",45991,2003,10,"2002-2005"
"186",486151,"Friends","10","8","Monica","Oh my God! YOU FORGOT THE PIES? Well, I cannot believe this. You force me to make dinner, then you're an hour late and you forget the one little thing that I asked you to do.",1,"female",48615,2003,35,"2002-2005"
"187",542103,"How I met your mother","01","03","Lily","(On Phone) I'm not going to take off my ring! Wouldn't you be jealous of guys swarming all over my beeswax?",1,"female",542,2005,20,"2002-2005"
"188",451923,"Frasier","10","9","Niles","I see rain differently too.",0,"male",45192,2002,4,"2002-2005"
"189",296715,"The Office","2","7","Jim","Some might even say that we had our first date last night.",0,"male",2967,2005,11,"2002-2005"
"190",49286,"Friends","10","11","Ross","That's ok. Uh, anyway, well he and I both really liked you a lot, uhm, but we didn't want anything to jeopardize our friendship, so we kinda made a pact, that neither of us could ask you out!",0,"male",49286,2004,37,"2002-2005"
"191",40414,"Friends","8","20","Monica","Yeah could-could-could you get me something to drink?",1,"female",40414,2002,7,"2002-2005"
"192",402941,"Friends","8","20","Monica","I personally would be honored if she wanted to live with me.",1,"female",40294,2002,11,"2002-2005"
"193",475851,"Friends","10","4","Rachel","(she looks at the cake) Oh my God! Look what... you made it into a bunny. How did you do that?",1,"female",47585,2003,20,"2002-2005"
"194",462781,"Friends","9","23","Rachel","And... that's the most sex I'm gonna have this weekend.",1,"female",46278,2003,9,"2002-2005"
"195",479431,"Friends","10","6","Ross","Ok, now, is there anything I can do to... you know, butter him up? Anything he really likes?",0,"male",47943,2003,17,"2002-2005"
"196",395641,"Friends","8","16","Monica","Honey, I dont think thats something we need to worry about! First of all hes-hes never gonna tell her how he feels about her. And even if he did you have no idea how shed react.",1,"female",39564,2002,35,"2002-2005"
"197",425971,"Friends","9","6","David","In fact, ehm... I going to kiss you now. (David holds Phoebe and wants to kiss her.)",0,"male",42597,2002,16,"2002-2005"
