"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"88",285001,"Friends","6","17","Ross","Yknow what? I can easily get out of this, but there is a chance you can get very, very hurt!",0,"male",28500,2000,19,"1998-2001"
"89",237456,"Frasier","5","24","Frasier","Oh heavens no, though I did have a pair of psychedelic suspenders that raised an eyebrow or two.  This seat looks good, don't you think?",0,"male",23745,1998,25,"1998-2001"
"90",373591,"Friends","8","6","Ross","Yeah. Yeah, I think I will.",0,"male",37359,2001,5,"1998-2001"
"91",308385,"Frasier","7","8","Frasier","Oh, I'm fine, thank you, Niles.",0,"male",30838,1999,5,"1998-2001"
"92",258924,"Frasier","6","9","Roz","No.  You're on in five seconds.",1,"female",25892,1998,6,"1998-2001"
"93",249501,"Friends","6","1","Rachel","Ross, thank you. Hey, do you guys wanna go see a movie?",1,"female",24950,1999,11,"1998-2001"
"94",230791,"Friends","5","18","Monica","Wait a minute, are you doing Joey's (sadly) ""Audition didn't go so well. (Happily) Yeah it did?""",1,"female",23079,1999,16,"1998-2001"
"95",220381,"Friends","5","13","Monica","Well, at least you scared someone.",1,"female",22038,1999,5,"1998-2001"
"96",389985,"Frasier","8","23","Roz","I'll put a tarp in the backseat.",1,"female",38998,2001,6,"1998-2001"
"97",239725,"Frasier","6","1","Frasier","Sorry?  My God, you sound just like Dad.  I am going to get another job.  The people of this city need me.  I am a beloved Seattle institution.",0,"male",23972,1998,31,"1998-2001"
"98",296291,"Friends","6","22","Monica","What? I-I bought groceries, I was gonna make you dinner!",1,"female",29629,2000,9,"1998-2001"
"99",408954,"Frasier","9","8","Niles","I am not trying to butt in, I'm just curious as to why this tape matters so much to you.  Do you ever listen to these?",0,"male",40895,2001,26,"1998-2001"
"100",265571,"Friends","6","9","Ross","I dunno, maybe its because youre really sarcastic. Or maybe its cause you uh-",0,"male",26557,1999,13,"1998-2001"
"101",272341,"Friends","6","12","Joey","No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.",0,"male",27234,2000,23,"1998-2001"
"102",342425,"Frasier","7","23","Niles","To stop taking baby steps through life.  Before we knew it, we were asking the waitress for a phone book so we could find a justice-of-the-peace.",0,"male",34242,2000,26,"1998-2001"
"103",31287,"Friends","7","4","Ross","Whatever dude, you kissed a guy.",0,"male",31287,2000,5,"1998-2001"
"104",34010,"Friends","7","16","Phoebe","What?! No! It was my idea!",1,"female",34010,2001,5,"1998-2001"
"105",350265,"Frasier","8","3","Niles","Well then, what are you waiting for?  Seize the day!  You think I got together with Daphne by just sitting around?  Take a chapter from my book.",0,"male",35026,2000,29,"1998-2001"
"106",191111,"Friends","4","23","Chandler","(entering, with Joey) All right! Lets do it!",0,"male",19111,1998,7,"1998-2001"
"107",3828110,"Frasier","8","19","Niles","It's for this weekend.  Only this time, instead of ending in heartache, the evening can end...in triumph.",0,"male",38281,2001,17,"1998-2001"
"108",182921,"Friends","4","19","Rachel","All right, cut, lets pick again, pick again.",1,"female",18292,1998,7,"1998-2001"
"109",284145,"Frasier","6","21","Daphne","Obviously he dumped her for someone better.",1,"female",28414,1999,6,"1998-2001"
"110",308861,"Friends","7","3","Ross","Well, you-youve always had glasses.",0,"male",30886,2000,4,"1998-2001"
"111",3984110,"Frasier","9","3","Martin","He got him!  Reel him in!  Not too fast now, not too fast, you don't want to tug at it.",0,"male",39841,2001,21,"1998-2001"
"112",226101,"Friends","5","16","Joey","No-no! No! I mean it's gonna be all smelling like Monica!",0,"male",22610,1999,10,"1998-2001"
"113",340144,"Frasier","7","22","Daphne","No, really, you had me completely fooled.",1,"female",34014,2000,6,"1998-2001"
"114",32909,"Friends","7","11","David","Really? Because I think about you all the time.",0,"male",32909,2001,8,"1998-2001"
"115",280975,"Frasier","6","19","Frasier","No, no, Dad.  I'm fine about this.  The entire point of this exercise was to prove that Niles and I have moved beyond our competitiveness.  And we have.  I'm very proud of my kid brother.",0,"male",28097,1999,38,"1998-2001"
"116",257701,"Friends","6","5","Rachel","(to the judge) Okay, do you see, do you see what youre keeping me married too?!",1,"female",25770,1999,15,"1998-2001"
"117",358701,"Friends","7","23","Chandler","Panicking! And using the Internet to try to prove that Im related to Monica. How is she?",0,"male",35870,2001,16,"1998-2001"
"118",213166,"Frasier","5","12","Frasier","I see what you're doing.  You think if I bail out on my principles it gives you an excuse to go crawling back to Maris.  Well, I'm not going to do it.  Ben may have made some mistakes, but he is a good man, and he's going to make me a good deal!",0,"male",21316,1998,55,"1998-2001"
"119",325921,"Friends","7","10","Phoebe","And maybe I could teach Ben about the Christmas skull and how people die.",1,"female",32592,2000,13,"1998-2001"
"120",379971,"Friends","8","9","Monica","Anyway, it just doesnt seem worth it to make a whole turkey for just three people. Okay? Its a lot of work.",1,"female",37997,2001,21,"1998-2001"
"121",375671,"Friends","8","7","Chandler","I got a maid. Yay!",0,"male",37567,2001,4,"1998-2001"
"122",303545,"Frasier","7","6","Frasier","I have no idea what that would be like!  What?!",0,"male",30354,1999,10,"1998-2001"
"123",35824,"Friends","7","23","Phoebe","You told them he was missing?",1,"female",35824,2001,5,"1998-2001"
"124",231806,"Frasier","5","21","Frasier","Company, yes!  Steve, Paula Garrett, this is my brother, Niles Crane.  The Garretts are the grandparents-to-be of Roz's baby.",0,"male",23180,1998,20,"1998-2001"
"125",18766,"Friends","4","21","Joey","Heyyy. (They all try and hide their invitations.)",0,"male",18766,1998,7,"1998-2001"
"126",355095,"Frasier","8","6","Daphne","Yes, please.  I know how Niles feels.  I'm a nervous wreck about that deposition tomorrow.  First time I'm seeing Donny since our wedding day, and he's going to be grilling me under oath.",1,"female",35509,2000,35,"1998-2001"
"127",37533,"Friends","8","6","Phoebe","Sure it does. Yeah, yeah.",1,"female",37533,2001,4,"1998-2001"
"128",208836,"Frasier","5","10","Niles","At this point I just so need to be by myself.  My brother has abandoned me, my wife is cursing my name.  Tonight when Orpheus descends into hell, I'll be there waiting for him with a fruit basket!",0,"male",20883,1998,39,"1998-2001"
"129",260441,"Friends","6","6","Monica","Yknow she has 147,000 pairs of boots",1,"female",26044,1999,6,"1998-2001"
"130",367881,"Friends","8","3","Phoebe","Oh hey hi, hes doing it. Hes breaking down the door. (The chair breaks in half.) Okay, were in. (She hangs up the phone.)",1,"female",36788,2001,23,"1998-2001"
"131",425024,"Seinfeld","9","19","ELAINE","I thought 646 was just for new numbers.",1,"female",42502,1998,7,"1998-2001"
"132",349265,"Frasier","8","2","Martin","Trust me, you're gonna like this.",0,"male",34926,2000,5,"1998-2001"
"133",2222110,"Frasier","5","17","Bulldog","This stinks, this is total BS!  The chicks are all going nuts over this new Webber guy.  I'm supposed to be the only sex symbol around here.Wait, look at it, look at it.  Come on, take your best shot.",0,"male",22221,1998,41,"1998-2001"
"134",328575,"Frasier","7","17","Roz","I doubt it.  I was only allowed to make a cheese-free, mushroom-free, fat-free frittata, thanks to the girl in the plastic bubble!",1,"female",32857,2000,22,"1998-2001"
"135",376981,"Friends","8","7","Monica","Fine. (Brenda comes in to use the bathroom and adjusts her pink bra strap on the way.) Shes wearing my bra!",1,"female",37698,2001,20,"1998-2001"
"136",260605,"Frasier","6","10","Daphne","Well, I just got the phone call every producer dreads.",1,"female",26060,1998,9,"1998-2001"
"137",315904,"Frasier","7","11","Frasier","Oh, no, no, actually we didn't have dinner last night, I was too busy planning my party.  But please don't mention it to any of my colleagues, they're not invited...",0,"male",31590,1999,30,"1998-2001"
"138",400245,"Frasier","9","4","Roz","So it's a big day, isn't it?",1,"female",40024,2001,6,"1998-2001"
"139",419754,"Seinfeld","9","17","ELAINE","Worse. We made out at the table like our plane was going down!",1,"female",41975,1998,12,"1998-2001"
"140",364205,"Frasier","8","10","Freddie","I liked her when I was a little kid.  I'm over it now. I mean, she's like a hundred.",0,"male",36420,2001,19,"1998-2001"
"141",16848,"Friends","4","13","Joey","Hey Mon! Want some pancakes?",0,"male",16848,1998,4,"1998-2001"
"142",248541,"Friends","6","1","Joey","(starts singing) I wanna rock and roll all night! (Falls asleep.)",0,"male",24854,1999,10,"1998-2001"
"143",341885,"Frasier","7","23","Niles","Oh, fantastic, Dad.  Where's Frasier?  I have some news.",0,"male",34188,2000,10,"1998-2001"
"144",404625,"Frasier","9","6","Niles","Right.  Thank you, Frasier.",0,"male",40462,2001,4,"1998-2001"
"145",231926,"Frasier","5","21","Roz","Oh, they're just on their way to Paris to visit Rick.",1,"female",23192,1998,10,"1998-2001"
"146",406654,"Seinfeld","9","11","KRAMER","Ya-hoo! Ya-hoo! Whew! Well, I think we stopped.",0,"male",40665,1998,7,"1998-2001"
"147",353821,"Friends","7","21","Joey","(To Chandler) (laughing) Funny one! Thats good!",0,"male",35382,2001,6,"1998-2001"
"148",410894,"Seinfeld","9","13","JERRY","Wow! that's incredible... ... But you don't draw.",0,"male",41089,1998,7,"1998-2001"
"149",32259,"Friends","7","8","Monica","Okay Phoebe, we should probably go back now.",1,"female",32259,2000,7,"1998-2001"
"150",372795,"Frasier","8","14","Niles","Oh, darling, look at that.  Your ankle's swelling up already.",0,"male",37279,2001,10,"1998-2001"
"151",299584,"Frasier","7","4","Daphne","Your mother!  He means your mother!",1,"female",29958,1999,6,"1998-2001"
"152",305285,"Frasier","7","7","Roz","Oh, they put in phone jacks so you can go on-line.  I was just talking to this guy who sounds really great.What?  I'm a very busy person, how else am I going to meet people?",1,"female",30528,1999,36,"1998-2001"
"153",226156,"Frasier","5","19","Frasier","Oh, for God's sake!  I'll do it!",0,"male",22615,1998,7,"1998-2001"
"154",279131,"Friends","6","15","Chandler","I could use the money; it could give me time to write.",0,"male",27913,2000,11,"1998-2001"
"155",184531,"Friends","4","20","Rachel","You are right there with Emily. And its yknow, its kinda like. its a tie! Well, I gotta get, I gotta get back to the dishes.",1,"female",18453,1998,25,"1998-2001"
"156",405904,"Seinfeld","9","11","JERRY","Come on. Then you don't have to see him again til my 15000-mile check.",0,"male",40590,1998,13,"1998-2001"
"157",202391,"Friends","5","5","Ross","So, Rach, y'know-y'know how Emily's coming right?",0,"male",20239,1998,6,"1998-2001"
"158",354021,"Friends","7","22","Monica","Whatever Ross! Just replace the bulbs in the brake lights after youre done.",1,"female",35402,2001,12,"1998-2001"
"159",220666,"Frasier","5","16","Niles","End of story, case closed, that's all she wrote!",0,"male",22066,1998,8,"1998-2001"
"160",167641,"Friends","4","12","Monica","Ill take care of it.",1,"female",16764,1998,4,"1998-2001"
"161",323555,"Frasier","7","15","Frasier","I am surprised by your gall!  At the last moment you not only bail on me, you expect me to give up my own ticket!",0,"male",32355,2000,25,"1998-2001"
"162",190521,"Friends","4","22","Monica","Aww, sweetie, but its not like youre not gonna have anything. Youre gonna have nieces and nephews, and some ways thats even better.",1,"female",19052,1998,22,"1998-2001"
"163",326331,"Friends","7","10","Monica","No, to get a table! Places like are always shakin you down. Everybody wants to be paid off.",1,"female",32633,2000,17,"1998-2001"
"164",347071,"Friends","7","19","Joey","Oh, its this big budget period movie about these three Italian brothers who come to America around the turn of the century. Its really classy! Oh, and the director is supposed to be the next, next Martin Scorcese.",0,"male",34707,2001,37,"1998-2001"
"165",217866,"Frasier","5","15","Lilith","Excuse me, I'm looking for Frasier Crane, they said he was up here.",1,"female",21786,1998,12,"1998-2001"
"166",290834,"Frasier","6","24","Frasier","You may have to return the favor.",0,"male",29083,1999,6,"1998-2001"
"167",221561,"Friends","5","14","Phoebe","You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh! All that time Monica spent on the phone with sad Linda from camp!",1,"female",22156,1999,28,"1998-2001"
"168",344111,"Friends","7","17","Joey","Okay. Can I borrow 94 dollars?",0,"male",34411,2001,5,"1998-2001"
"169",329551,"Friends","7","11","Joey","Oh well, that changes everything! (Grabs his menu and starts looking at it again. The waiter leaves.) Yknow what Pheebs?",0,"male",32955,2001,19,"1998-2001"
"170",25471,"Friends","6","4","Phoebe","Yeah, and I know you guys dont know a lot about psychic readings, but that one is pretty much the worse one you can get.",1,"female",25471,1999,24,"1998-2001"
"171",255541,"Friends","6","4","Monica","Yeah, but yknow we could sneak in and watch.",1,"female",25554,1999,8,"1998-2001"
"172",406884,"Seinfeld","9","12","JERRY","Cheapness is not a sense.",0,"male",40688,1998,4,"1998-2001"
"173",233576,"Frasier","5","22","Martin","What's the matter, aren't you having any fun?",0,"male",23357,1998,7,"1998-2001"
"174",240451,"Friends","5","22","Rachel","Oh my God! What does that thing do?",1,"female",24045,1999,7,"1998-2001"
"175",275055,"Frasier","6","17","Frasier","Yes, I'm taking a date.",0,"male",27505,1999,4,"1998-2001"
"176",365085,"Frasier","8","10","Daphne","We can have an evening any old time.  You'll stay for dinner.",1,"female",36508,2001,12,"1998-2001"
"177",234341,"Friends","5","19","Rachel","Okay, well, I'm gonna clear out some of these boxes. (She grabs a couple of the old pizza boxes and exits.)",1,"female",23434,1999,20,"1998-2001"
"178",214981,"Friends","5","11","Ross","Everyday I am gonna do one thing that I haven't done before. That my friends is my New Year's resolution.",0,"male",21498,1999,19,"1998-2001"
"179",274675,"Frasier","6","16","Daphne","Oh, that's right, you two used to date, didn't you?",1,"female",27467,1999,9,"1998-2001"
"180",373811,"Friends","8","6","Rachel","(to them) Just a minute!!! (She takes the candy and opens the door to two parents, a witch, a clown, and a cowgirl.) Look at you guys! Wow! You are a very scary witch. (Gives her candy.)",1,"female",37381,2001,36,"1998-2001"
"181",401805,"Frasier","9","5","Roz","Okay, stop, stop, stop.  Do you joke around about your career because you're uncomfortable talking about it?",1,"female",40180,2001,17,"1998-2001"
"182",305875,"Frasier","7","7","Frasier","Daphne, if you want to try it on, we'll be glad to have a look.",0,"male",30587,1999,14,"1998-2001"
"183",350471,"Friends","7","20","Chandler","Look, its my wedding day okay? If you were getting married I would never do anything to upset you.",0,"male",35047,2001,18,"1998-2001"
"184",363011,"Friends","8","1","Monica","Ohh come on, I love this song! Come on, youll be fine. (She starts to walk towards the floor.)",1,"female",36301,2001,18,"1998-2001"
"185",284471,"Friends","6","17","Chandler","Okay, come here! Come here.",0,"male",28447,2000,4,"1998-2001"
"186",263701,"Friends","6","8","Rachel","I-I, got a job at Ralph Lauren.",1,"female",26370,1999,6,"1998-2001"
"187",324935,"Frasier","7","15","Daphne","Well, I'm off to bed.",1,"female",32493,2000,4,"1998-2001"
"188",367381,"Friends","8","3","Ross","No! No! I want to talk now! Okay? IIn fact, (picks up the phone) I am going to talk to the president of the condom company!",0,"male",36738,2001,25,"1998-2001"
"189",25421,"Friends","6","3","Rachel","Well, it would be easier to move just right across the hall. Wait a minute, unless youre thinking about Naked Wednesdays.",1,"female",25421,1999,20,"1998-2001"
"190",306291,"Friends","7","1","Rachel","(ignoring them) Monica, why? Why would I ever want to take away from your night?",1,"female",30629,2000,14,"1998-2001"
"191",250641,"Friends","6","2","Rachel","Oh my God! Thats so great! Im so happy for you guys!",1,"female",25064,1999,11,"1998-2001"
"192",303675,"Frasier","7","6","Daphne","He's all moony-eyed today, someone he's quite keen on.",1,"female",30367,1999,8,"1998-2001"
