"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"1388",207617,"Seinfeld","2","5","ELAINE","You got me an apartment in the building?!",1,"female",2076,1991,7,"1989-1993"
"1389",207718,"Seinfeld","2","5","JERRY","I got you an apartment in the building.",0,"male",2077,1991,7,"1989-1993"
"1390",207918,"Seinfeld","2","5","JERRY","Remember Mrs. Hudwalker? The ninety-four-year-old woman who lived above me?",0,"male",2079,1991,9,"1989-1993"
"1391",208518,"Seinfeld","2","5","JERRY","And the rent is only four hundred dollars a month!",0,"male",2085,1991,9,"1989-1993"
"1392",208718,"Seinfeld","2","5","ELAINE","Four hundred a month? Only four hundred a month?!",1,"female",2087,1991,8,"1989-1993"
"1393",208918,"Seinfeld","2","5","ELAINE","And I'll be right upstairs?",1,"female",2089,1991,4,"1989-1993"
"1394",209318,"Seinfeld","2","5","ELAINE","Oh, we're neighbors. I'll be here all the time!",1,"female",2093,1991,8,"1989-1993"
"1395",209517,"Seinfeld","2","5","ELAINE","We can exchange keys so we can come in and out. Oh, this is going to be great!",1,"female",2095,1991,17,"1989-1993"
"1396",209716,"Seinfeld","2","5","JERRY","The problem with talking is that nobody stops you from saying the wrong thing. I think life would be a lot better if it was like you're always making a movie. You mess up, somebody just walks on the set, and stops the whole shot. You know what I mean? Think of the things you wish you could take back. You're out somewhere with people, Gee, you look pregnant.. are you? Cut, cut, cut, cut, cut, that's not gonna work at all. Walk out the door, and come back in. Let's take this whole scene again. People, think about what you're saying!",0,"male",2097,1991,101,"1989-1993"
"1397",209818,"Seinfeld","2","5","GEORGE","Thanks, see you later, Donna.",0,"male",2098,1991,4,"1989-1993"
"1398",210017,"Seinfeld","2","5","JERRY","You can't believe what I just did.",0,"male",2100,1991,6,"1989-1993"
"1399",210118,"Seinfeld","2","5","GEORGE","What? What did you do?",0,"male",2101,1991,4,"1989-1993"
"1400",210218,"Seinfeld","2","5","JERRY","I could tell you what I did, but you wouldn't believe it. It's not believable.",0,"male",2102,1991,14,"1989-1993"
"1401",210418,"Seinfeld","2","5","JERRY","How could I have done that?",0,"male",2104,1991,5,"1989-1993"
"1402",210618,"Seinfeld","2","5","JERRY","I told Elaine about an apartment opening up in my building. She's going to move in.",0,"male",2106,1991,15,"1989-1993"
"1403",210717,"Seinfeld","2","5","GEORGE","Elaines moving into your building?",0,"male",2107,1991,4,"1989-1993"
"1404",211517,"Seinfeld","2","5","GEORGE","How could you do that?",0,"male",2115,1991,4,"1989-1993"
"1405",211618,"Seinfeld","2","5","JERRY","'Cause I'm an idiot! You may think you're an idiot, but with all due respect, I'm a much bigger idiot than you are.",0,"male",2116,1991,22,"1989-1993"
"1406",211717,"Seinfeld","2","5","GEORGE","Don't insult me, my friend. Remember who you're talking to. No ones a bigger idiot than me.",0,"male",2117,1991,16,"1989-1993"
"1407",211818,"Seinfeld","2","5","JERRY","Did you ever ask an ex-girlfriend to move into your building?",0,"male",2118,1991,10,"1989-1993"
"1408",211918,"Seinfeld","2","5","GEORGE","Did you ever go to a singles weekend in the Poconos?",0,"male",2119,1991,10,"1989-1993"
"1409",212018,"Seinfeld","2","5","JERRY","She's right in my building! Right above me! Every time I come in the building, I'm gonna have to sneak around like a cat burglar.",0,"male",2120,1991,24,"1989-1993"
"1410",212117,"Seinfeld","2","5","GEORGE","You're doomed. You're gonna have to have all your sex at womens apartments. It'll be like a permanent road trip. Forget about the home bed advantage.",0,"male",2121,1991,25,"1989-1993"
"1411",212217,"Seinfeld","2","5","JERRY","But I need the home bed advantage.",0,"male",2122,1991,6,"1989-1993"
"1412",212318,"Seinfeld","2","5","GEORGE","Of course. We all do.",0,"male",2123,1991,4,"1989-1993"
"1413",212418,"Seinfeld","2","5","JERRY","Come in for two minutes and sit with me.",0,"male",2124,1991,8,"1989-1993"
"1414",212517,"Seinfeld","2","5","GEORGE","I was just in there. It's embarrassing.",0,"male",2125,1991,6,"1989-1993"
"1415",212718,"Seinfeld","2","5","GEORGE","They saw me walk out.",0,"male",2127,1991,4,"1989-1993"
"1416",212918,"Seinfeld","2","5","JERRY","My censoring system broke down. You know that little guy in your head who watches everything you say? Makes sure you don't make a mistake? He went for a cup of coffee. And in that second ruined my life.",0,"male",2129,1991,38,"1989-1993"
"1417",213017,"Seinfeld","2","5","GEORGE","My censor quit two years ago. He checked into a clinic. Emotionally exhausted.",0,"male",2130,1991,12,"1989-1993"
"1418",213118,"Seinfeld","2","5","JERRY","So, is there any way out of this Elaine thing?",0,"male",2131,1991,9,"1989-1993"
"1419",213318,"Seinfeld","2","5","JERRY","You know, the water pressures terrible in my building. And she loves a good shower.",0,"male",2133,1991,14,"1989-1993"
"1420",213418,"Seinfeld","2","5","GEORGE","I never heard of anyone would turned down an apartment because of a weak shower spray.",0,"male",2134,1991,15,"1989-1993"
"1421",213518,"Seinfeld","2","5","JERRY","If they were fanatic about showers, they might.",0,"male",2135,1991,7,"1989-1993"
"1422",213617,"Seinfeld","2","5","GEORGE","For that rent, she'd take a bath in the toilet tank if she had to.",0,"male",2136,1991,14,"1989-1993"
"1423",213717,"Seinfeld","2","5","JERRY","Look at that woman feeding her baby greasy, disgusting, coffee shop corned beef hash. Isn't that child abuse?",0,"male",2137,1991,17,"1989-1993"
"1424",213818,"Seinfeld","2","5","GEORGE","I'd like to have a kid. Of course, you have to have a date first... Remember my friend, Adam, from Detroit?",0,"male",2138,1991,20,"1989-1993"
"1425",213918,"Seinfeld","2","5","JERRY","Yeah, the guy with the flat head.",0,"male",2139,1991,6,"1989-1993"
"1426",214018,"Seinfeld","2","5","GEORGE","He's a cube. Anyway, he got married six months ago. He told me ever since he's been wearing a wedding band, women have been coming on to him everywhere he goes.",0,"male",2140,1991,30,"1989-1993"
"1427",214118,"Seinfeld","2","5","JERRY","Yeah, I've heard that about wedding bands.",0,"male",2141,1991,6,"1989-1993"
"1428",214218,"Seinfeld","2","5","GEORGE","I wonder if that's really true.",0,"male",2142,1991,5,"1989-1993"
"1429",214318,"Seinfeld","2","5","JERRY","That would be an interesting sociological experiment. You know, Kramer has his fathers band. He'd loan it to you.",0,"male",2143,1991,18,"1989-1993"
"1430",214418,"Seinfeld","2","5","GEORGE","Thanks a lot. I'll give it back to you in a week.",0,"male",2144,1991,11,"1989-1993"
"1431",214518,"Seinfeld","2","5","KRAMER","You know, I don't even know why you're fooling around with this ring. I've been telling you, get yourself some plugs. Or a piece.",0,"male",2145,1991,23,"1989-1993"
"1432",214718,"Seinfeld","2","5","KRAMER","Oh, man. You know, you're crazy. You're a good looking guy. What do you want to walk around like that for?",0,"male",2147,1991,20,"1989-1993"
"1433",214818,"Seinfeld","2","5","GEORGE","No, I'll put half a can of mousse in my head like you.",0,"male",2148,1991,12,"1989-1993"
"1434",215118,"Seinfeld","2","5","JERRY","Hey, hey. I understand. You're businessmen.",0,"male",2151,1991,5,"1989-1993"
"1435",215217,"Seinfeld","2","5","JERRY","Well, that's a lot of money. But, if that's the way it's gotta be, that's the way it's gotta be.",0,"male",2152,1991,19,"1989-1993"
"1436",215318,"Seinfeld","2","5","JERRY","You know, I used to think that the universe is a random, chaotic sequence of meaningless events, but I see now that there is reason and purpose to all things.",0,"male",2153,1991,29,"1989-1993"
"1437",215518,"Seinfeld","2","5","JERRY","Religion, my friend, that's what happened to me. Because, I have just been informed that it's going to cost Elaine the sum of five thousand dollars to get the apartment upstairs.",0,"male",2155,1991,30,"1989-1993"
"1438",215617,"Seinfeld","2","5","GEORGE","Five thousand dollars? She doesn't have five thousand dollars!",0,"male",2156,1991,8,"1989-1993"
"1439",215718,"Seinfeld","2","5","JERRY","Of course she doesn't have five thousand dollars!",0,"male",2157,1991,7,"1989-1993"
"1440",215818,"Seinfeld","2","5","GEORGE","So, she can't get the apartment.",0,"male",2158,1991,5,"1989-1993"
"1441",216017,"Seinfeld","2","5","GEORGE","So, she doesn't move in.",0,"male",2160,1991,4,"1989-1993"
"1442",216117,"Seinfeld","2","5","JERRY","No move. So, you see, it's all part of a divine plan.",0,"male",2161,1991,11,"1989-1993"
"1443",216218,"Seinfeld","2","5","GEORGE","And how does the baldness fit into that plan?",0,"male",2162,1991,8,"1989-1993"
"1444",216518,"Seinfeld","2","5","JERRY","All right, this is going to require some great acting now. I have to pretend I'm disappointed. You're going to really see me being a phony, now. I hope you can take this. Maybe you should go in the other room.",0,"male",2165,1991,40,"1989-1993"
"1445",216618,"Seinfeld","2","5","GEORGE","Are you kidding? I lie every second of the day. My whole life is a sham!",0,"male",2166,1991,15,"1989-1993"
"1446",216718,"Seinfeld","2","5","JERRY","'Cause you know, I love Elaine.",0,"male",2167,1991,5,"1989-1993"
"1447",216918,"Seinfeld","2","5","JERRY","But you know... not in the building. Really, I feel terrible about this. My intentions were good. What can I do? Tell me.",0,"male",2169,1991,22,"1989-1993"
"1448",217018,"Seinfeld","2","5","ELAINE","No, I'll be seeing you. `Good morning, good morning..` Have you ever gotten up in the morning and felt it's great to be alive? That every breath is a gift of sweet life from above?",1,"female",2170,1991,34,"1989-1993"
"1449",217118,"Seinfeld","2","5","ELAINE","Oh, and before I forget, I have the checks for the first month, last months security deposit. I have seventy-five dollars left in my account.",1,"female",2171,1991,24,"1989-1993"
"1450",217218,"Seinfeld","2","5","JERRY","Well... there's a little bit of a problem.",0,"male",2172,1991,7,"1989-1993"
"1451",217318,"Seinfeld","2","5","ELAINE","Oh, I know. There's a weak shower spray, I know. I've already thought about it, and I'm switching to baths. As Winston Churchill said, Why stand when you can sit? Maybe I'll get some rubber duckies.",1,"female",2173,1991,35,"1989-1993"
"1452",217418,"Seinfeld","2","5","JERRY","Uh, no uh, someone offered Harold and Manny five thousand for the apartment. I'm sure they'd just as soon give it to you, but you'd have to come up with that money.",0,"male",2174,1991,31,"1989-1993"
"1453",217518,"Seinfeld","2","5","ELAINE","Five thousand dollars? I don't have five thousand dollars.",1,"female",2175,1991,8,"1989-1993"
"1454",217718,"Seinfeld","2","5","ELAINE","How am I going to get five thousand dollars?",1,"female",2177,1991,8,"1989-1993"
"1455",218218,"Seinfeld","2","5","ELAINE","They want five thousand dollars now.",1,"female",2182,1991,5,"1989-1993"
"1456",218317,"Seinfeld","2","5","KRAMER","So, okay uh what's the problem?",0,"male",2183,1991,5,"1989-1993"
"1457",218417,"Seinfeld","2","5","ELAINE","I don't have five thousand dollars.",1,"female",2184,1991,5,"1989-1993"
"1458",218517,"Seinfeld","2","5","KRAMER","C'mon, you can come up with five thousand dollars. Jerry, you don't have five thousand dollars you can led her? Come on.",0,"male",2185,1991,21,"1989-1993"
"1459",218618,"Seinfeld","2","5","JERRY","Yeah, well, I didn't- Is that something you want to borrow?",0,"male",2186,1991,10,"1989-1993"
"1460",218718,"Seinfeld","2","5","ELAINE","No, that's too much money to borrow.",1,"female",2187,1991,6,"1989-1993"
"1461",218818,"Seinfeld","2","5","KRAMER","Loan her the money. You can afford it.",0,"male",2188,1991,7,"1989-1993"
"1462",218918,"Seinfeld","2","5","JERRY","She doesn't wanna borrow the money.",0,"male",2189,1991,5,"1989-1993"
"1463",219018,"Seinfeld","2","5","KRAMER","Oh, c'mon. She'll pay you back. What's five grand between friends?",0,"male",2190,1991,10,"1989-1993"
"1464",219118,"Seinfeld","2","5","ELAINE","Of course I'd pay you back..",1,"female",2191,1991,5,"1989-1993"
"1465",219218,"Seinfeld","2","5","KRAMER","Yeah, so what's the problem?",0,"male",2192,1991,4,"1989-1993"
"1466",219318,"Seinfeld","2","5","JERRY","Who said there's a problem?",0,"male",2193,1991,4,"1989-1993"
"1467",219417,"Seinfeld","2","5","KRAMER","Hey see He said he'd loan you the money.",0,"male",2194,1991,8,"1989-1993"
"1468",219518,"Seinfeld","2","5","ELAINE","Well Jerry, it might take a while for me to pay you back. Maybe a few years. How do you feel about that?",1,"female",2195,1991,22,"1989-1993"
"1469",219618,"Seinfeld","2","5","KRAMER","That's okay. He doesn't care.",0,"male",2196,1991,4,"1989-1993"
"1470",219718,"Seinfeld","2","5","ELAINE","Well, you know, money can sometimes come between friends.",1,"female",2197,1991,8,"1989-1993"
"1471",219918,"Seinfeld","2","5","ELAINE","Let me think about it.",1,"female",2199,1991,4,"1989-1993"
"1472",220118,"Seinfeld","2","5","ELAINE","I don't know... I don't know. Five thousand... let me just take one more look at it.",1,"female",2201,1991,16,"1989-1993"
"1473",220218,"Seinfeld","2","5","JERRY","It was all over! Taken care of. Done! Finished. Five thousand. Where's she gonna get five thousand? She doesn't have five thousand. Clean. Good bye. She's gone. Then you come in, Why don't you loan her five thousand? What do you care? You've got five thousand. Give her five thousand!",0,"male",2202,1991,49,"1989-1993"
"1474",220318,"Seinfeld","2","5","KRAMER","You didn't want her in the building?",0,"male",2203,1991,6,"1989-1993"
"1475",220518,"Seinfeld","2","5","KRAMER","Well, then what did you loan her the five thousand for? Oh, look, maybe she won't take it. I mean, she did say that she was gonna think about it.",0,"male",2205,1991,29,"1989-1993"
"1476",220618,"Seinfeld","2","5","JERRY","People don't turn down money. It's what separates us from the animals.",0,"male",2206,1991,11,"1989-1993"
"1477",220718,"Seinfeld","2","5","KRAMER","I still don't understand what the problem is having her in the building.",0,"male",2207,1991,12,"1989-1993"
"1478",220817,"Seinfeld","2","5","JERRY","Let me explain something to you. You see, you're not normal. You're a great guy, I love you, but you're a pod. I, on the other hand, am a human being. I sometimes feel awkward, uncomfortable, even inhibited in certain situations with the other human beings. You wouldn't understand.",0,"male",2208,1991,48,"1989-1993"
"1479",221118,"Seinfeld","2","5","ELAINE","Oh, hi, Roxanne. Nice to be here. These are my friends. This is George, and this is Jerry.",1,"female",2211,1991,17,"1989-1993"
"1480",221318,"Seinfeld","2","5","ELAINE","Jerrys the one who got me my new apartment.",1,"female",2213,1991,8,"1989-1993"
"1481",221418,"Seinfeld","2","5","JERRY","Yes, it's my lifes work.",0,"male",2214,1991,4,"1989-1993"
"1482",221518,"Seinfeld","2","5","GEORGE","Yeah, my wife couldn't make it today. She's got something with her mother... Who knows what's going on with her. Don't let any one kid you, it's tough.",0,"male",2215,1991,27,"1989-1993"
"1483",221618,"Seinfeld","2","5","JERRY","Well, better load up on some carbos before the race.",0,"male",2216,1991,9,"1989-1993"
"1484",221718,"Seinfeld","2","5","JERRY","Oh, yes. Particularly if you're not in it.",0,"male",2217,1991,7,"1989-1993"
"1485",221818,"Seinfeld","2","5","JERRY","What's to see? A woman from Norway, a guy from Kenya, and twenty thousand losers.",0,"male",2218,1991,14,"1989-1993"
"1486",221918,"Seinfeld","2","5","GEORGE","... yeah, my wife started getting on me about the lawn today. I'm tellin you, it's one thing after another.",0,"male",2219,1991,19,"1989-1993"
"1487",222018,"Seinfeld","2","5","GEORGE","Uh no no, she's working.",0,"male",2220,1991,4,"1989-1993"
"1488",222118,"Seinfeld","2","5","GEORGE","She's an... etymologist. You know, bees, flies, gnats. W-What about you?",0,"male",2221,1991,10,"1989-1993"
"1489",222318,"Seinfeld","2","5","ELAINE","Jerry, this is Joanne, and this is Stan. They're in my short story class with Roxanne and me.",1,"female",2223,1991,17,"1989-1993"
"1490",222518,"Seinfeld","2","5","ELAINE","Hey, Jerry just got me a great apartment in his building!",1,"female",2225,1991,10,"1989-1993"
"1491",223018,"Seinfeld","2","5","ELAINE","Oh, Rita come here. This is Jerry. He's the one who got me the apartment.",1,"female",2230,1991,14,"1989-1993"
"1492",223117,"Seinfeld","2","5","GEORGE","I'm sorry, I don't see the big deal about being a matador. The bull charges, you move the cape, what's so hard?",0,"male",2231,1991,21,"1989-1993"
"1493",223218,"Seinfeld","2","5","GEORGE","You'd have to be a real loser to try something like that.",0,"male",2232,1991,11,"1989-1993"
"1494",223318,"Seinfeld","2","5","ELAINE","So you and Roxanne are hitting it off, huh?",1,"female",2233,1991,8,"1989-1993"
"1495",223417,"Seinfeld","2","5","JERRY","Oh, I wouldn't quite say that.",0,"male",2234,1991,5,"1989-1993"
"1496",223517,"Seinfeld","2","5","ELAINE","Really? From a distance, you seemed to be coming on to her.",1,"female",2235,1991,11,"1989-1993"
"1497",223618,"Seinfeld","2","5","JERRY","I'm a guy it always looks like that.",0,"male",2236,1991,7,"1989-1993"
"1498",223718,"Seinfeld","2","5","ELAINE","Because, I was thinking... are you at all concerned that living in the same building will, yknow... cramp our styles?",1,"female",2237,1991,19,"1989-1993"
"1499",223918,"Seinfeld","2","5","ELAINE","Because, I was worried that there might be a situation in which one of us come home with somebody, it could get a little uncomfortable. But, as long as you're okay with it, it's fine with me.",1,"female",2239,1991,36,"1989-1993"
"1500",224017,"Seinfeld","2","5","GEORGE","Umm, I'm not. It's just a sociological experiment!",0,"male",2240,1991,7,"1989-1993"
"1501",224118,"Seinfeld","2","5","JERRY","You have no idea what an idiot is. Elaine just gave me a chance to get out and I didn't take it. This is an idiot.",0,"male",2241,1991,25,"1989-1993"
"1502",224217,"Seinfeld","2","5","GEORGE","Is that right? I just threw away a lifetime of guilt-free sex, and floor seats for ever sporting event in Madison Square Garden. So please, a little respect. For I am Costanza Lord of the Idiots!",0,"male",2242,1991,35,"1989-1993"
"1503",224318,"Seinfeld","2","5","GEORGE","But suddenly, a new contender has emerged...",0,"male",2243,1991,6,"1989-1993"
"1504",224418,"Seinfeld","2","5","JERRY","George, I didn't sleep at all last night. I decided I have to tell her. I'm just going to be honest. That's all... Yes, I'm nervous... Are you listening to me?... Just put some soap on your finger. It'll slide right off... Then try axle grease... I'll call you back after I talk to her... Bye.",0,"male",2244,1991,55,"1989-1993"
"1505",224518,"Seinfeld","2","5","KRAMER","Well, it's all taken care of. Everythings cool.",0,"male",2245,1991,7,"1989-1993"
"1506",224818,"Seinfeld","2","5","JERRY","What are you talking about?",0,"male",2248,1991,4,"1989-1993"
"1507",224918,"Seinfeld","2","5","KRAMER","I just found a guy who's willing to pay ten thousand dollars for the apartment.",0,"male",2249,1991,14,"1989-1993"
"1508",225018,"Seinfeld","2","5","JERRY","You what?! Get out! Ten thousand?",0,"male",2250,1991,5,"1989-1993"
"1509",225218,"Seinfeld","2","5","JERRY","Who would pay that much?",0,"male",2252,1991,4,"1989-1993"
"1510",225318,"Seinfeld","2","5","KRAMER","He's in the music business.",0,"male",2253,1991,4,"1989-1993"
"1511",225418,"Seinfeld","2","5","JERRY","Elaine would never borrow that much money! Kramer, my God, man! This is beautiful! I think I'm in the clear here. Elaines not moving in. I don't have to confront her. She has no idea I never wanted her to move in. I'm golden!",0,"male",2254,1991,43,"1989-1993"
"1512",225517,"Seinfeld","2","5","KRAMER","Well, occasionally I like to help the humans.",0,"male",2255,1991,7,"1989-1993"
"1513",225618,"Seinfeld","2","5","ELAINE","Wow. You're right. That is loud.",1,"female",2256,1991,5,"1989-1993"
"1514",225818,"Seinfeld","2","5","ELAINE","They rehearse all the time?",1,"female",2258,1991,4,"1989-1993"
"1515",225918,"Seinfeld","2","5","JERRY","All the time. I've been up there six times. They refuse to stop. I can't live like this. I don't know what I'm gonna do. I'm heading for breakdown! Can't you do something?",0,"male",2259,1991,32,"1989-1993"
"1516",226118,"Seinfeld","2","5","ELAINE","Boy, too bad. If I was up there, you'd never hear a peep out of me. I'm as quiet as a mouse.",1,"female",2261,1991,21,"1989-1993"
"1517",226218,"Seinfeld","2","5","KRAMER","Oh, I love the one they do right after this one!",0,"male",2262,1991,10,"1989-1993"
"1518",226318,"Seinfeld","2","5","JERRY","I don't know. What do you do when a neighbor is making, like, a lot of noise at three oclock in the morning? I mean, can you knock on someones door and tell them to keep it down? You're really altering your whole self-image. I mean, what am I, Fred Mertz now? What's happening to me? Can I do this? Am I a shusher? I used to be a shushee. There's a lot of shushing going on in movie theatres. People are always shushing. Shh... shh... shhh... shhh... Doesn't work, 'cause nobody knows where a shush is coming from. They just hear a shh. Was that a shush? I think somebody just shushed me. Some people you can't shush in a movie theatre. There's always that certain group of people, isn't it? They're talking and talking, and everyone around them is shushing them, and shushing them. They won't shush. They're the unshushables.",0,"male",2263,1991,151,"1989-1993"
"1519",226418,"Seinfeld","2","6","JERRY","I have to tell you that I did some very exciting news recently, and I don't know if I should really tell you exactly what it is because it's really not a definite thing yet. Well, I will tell you what I know so far. According to the information that I have in the envelope that I've received, it seems that I may have already won some very valuable prizes. Well, thank you, thank you very much, well thank you. That's very nice to hear that. But, in all honesty, I have to say, I didn't even know I was in this thing. But, according to the readout, it looks like I am among the top people that they are considering. You know, that's what annoys me about the sweepstakes companies, they always tease you with that, You may have already won. I'd like once for a sweepstakes company to have some guts, come out with the truth, just tell people the truth one time. Send out envelopes, You have definitely lost! You turn it over, giant printing, Not even close! You open it up, there's this whole letter of explanation, Even we cannot believe how badly you have done in this contest.",0,"male",2264,1991,202,"1989-1993"
"1520",226818,"Seinfeld","2","6","GEORGE","I'd like to help, but my neck..",0,"male",2268,1991,6,"1989-1993"
"1521",226918,"Seinfeld","2","6","GEORGE","So how long has it been in the basement?",0,"male",2269,1991,8,"1989-1993"
"1522",227018,"Seinfeld","2","6","JERRY","Since my grandfather died. I was suppose to send it down to my parents in Florida, but they didn't want it. They told me to get rid of it, but I felt funny and then I sort of forgot about it. And it's been sitting down there for three years until he saw it. All right, so, just take what you want and let's get it out of here.",0,"male",2270,1991,68,"1989-1993"
"1523",227217,"Seinfeld","2","6","JERRY","Grandpa clothes, I can't wear em.",0,"male",2272,1991,5,"1989-1993"
"1524",227318,"Seinfeld","2","6","KRAMER","You want these? Knee socks. You don't wear knee socks.",0,"male",2273,1991,9,"1989-1993"
"1525",227418,"Seinfeld","2","6","JERRY","No, go ahead. Look at this place. I can't wait to get it cleaned.",0,"male",2274,1991,13,"1989-1993"
"1526",227518,"Seinfeld","2","6","GEORGE","I know someone who'll do it. She's good. She's honest.",0,"male",2275,1991,9,"1989-1993"
"1527",227617,"Seinfeld","2","6","JERRY","No, Elaines got this writer friend from Finland, Rava. Her boyfriend goes to Columbia grad school, and he's suppose to do it.",0,"male",2276,1991,21,"1989-1993"
"1528",227717,"Seinfeld","2","6","GEORGE","Students can't clean. It's anathema. They don't like it.",0,"male",2277,1991,8,"1989-1993"
"1529",227818,"Seinfeld","2","6","JERRY","How long have you been waiting to squeeze that into a conversation?",0,"male",2278,1991,11,"1989-1993"
"1530",228018,"Seinfeld","2","6","GEORGE","Wait a second. I can't believe this! Let me see this.",0,"male",2280,1991,10,"1989-1993"
"1531",228218,"Seinfeld","2","6","GEORGE","Let me just see it.",0,"male",2282,1991,4,"1989-1993"
"1532",228417,"Seinfeld","2","6","GEORGE","Let me just see it for a second.",0,"male",2284,1991,7,"1989-1993"
"1533",228517,"Seinfeld","2","6","GEORGE","Oh my God, it's exactly the same!",0,"male",2285,1991,6,"1989-1993"
"1534",228718,"Seinfeld","2","6","GEORGE","When I was ten years old, my parents had this very same statue on the mantle of our apartment. Exactly. And, one day, I grabbed it, and I was using it as a microphone. I was singing, MacArthur Park, and I got to the part about, I'll never have that recipe again, and it slipped out of my hand and it broke. My parents looked at me like I smashed the ten commandments. To this day, they bring it up. It was the single most damaging experience in my life, aside from seeing my father naked.",0,"male",2287,1991,95,"1989-1993"
"1535",228818,"Seinfeld","2","6","KRAMER","C'mon, George. I saw it first.",0,"male",2288,1991,5,"1989-1993"
"1536",228917,"Seinfeld","2","6","GEORGE","No, Kramer. I have to have this statue.",0,"male",2289,1991,7,"1989-1993"
"1537",229118,"Seinfeld","2","6","GEORGE","What? No dibs! I need this statue. C'mon, give it!",0,"male",2291,1991,9,"1989-1993"
"1538",229217,"Seinfeld","2","6","JERRY","Spread out, spread out you numbskulls. Why don't you just settle it like mature adults?",0,"male",2292,1991,14,"1989-1993"
"1539",229418,"Seinfeld","2","6","GEORGE","No, no, no potato man. Inka-dink.",0,"male",2294,1991,5,"1989-1993"
"1540",229518,"Seinfeld","2","6","KRAMER","Okay... yea well uh start with me.",0,"male",2295,1991,6,"1989-1993"
"1541",229718,"Seinfeld","2","6","JERRY","Inka-dink, a bottle of ink, the cork fell out, and you stink.",0,"male",2297,1991,11,"1989-1993"
"1542",229818,"Seinfeld","2","6","JERRY","Not because you're dirty, not because you're clean just because you kissed the girl behind the magazine...",0,"male",2298,1991,16,"1989-1993"
"1543",230018,"Seinfeld","2","6","KRAMER","What?! Wait a minute. No, no, no. What are you doing? No, no, oh, oh, okay. He's out. I get it.",0,"male",2300,1991,20,"1989-1993"
"1544",230118,"Seinfeld","2","6","GEORGE","No, no, no, no, I'm It. I win.",0,"male",2301,1991,7,"1989-1993"
"1545",230218,"Seinfeld","2","6","JERRY","No, he's It. He wins. It is good.",0,"male",2302,1991,7,"1989-1993"
"1546",230318,"Seinfeld","2","6","KRAMER","Do over start with him.",0,"male",2303,1991,4,"1989-1993"
"1547",230418,"Seinfeld","2","6","JERRY","No, no, no, come on, Kramer. Now, you got the socks.",0,"male",2304,1991,10,"1989-1993"
"1548",230518,"Seinfeld","2","6","KRAMER","All right, you can have it.",0,"male",2305,1991,5,"1989-1993"
"1549",230718,"Seinfeld","2","6","KRAMER","Okay, I'm gonna take the suit, and the shoes, and the hat.",0,"male",2307,1991,11,"1989-1993"
"1550",230817,"Seinfeld","2","6","JERRY","All right, c'mon. Let's go.",0,"male",2308,1991,4,"1989-1993"
"1551",230918,"Seinfeld","2","6","KRAMER","Hey, I look like Joe Friday in Dragnet.",0,"male",2309,1991,7,"1989-1993"
"1552",231017,"Seinfeld","2","6","GEORGE","I can't believe I won at Inka-dink.",0,"male",2310,1991,6,"1989-1993"
"1553",231318,"Seinfeld","2","6","JERRY","Aren't you gonna take it?",0,"male",2313,1991,4,"1989-1993"
"1554",231417,"Seinfeld","2","6","GEORGE","No, no, no, I don't want to carry it around all night. I'll pick it up later.",0,"male",2314,1991,16,"1989-1993"
"1555",231618,"Seinfeld","2","6","KRAMER","Oh, uh, well - okay.",0,"male",2316,1991,4,"1989-1993"
"1556",231718,"Seinfeld","2","6","JERRY","All right, let's go. Hey, you know, you owe me one.",0,"male",2317,1991,10,"1989-1993"
"1557",231918,"Seinfeld","2","6","JERRY","The Inka-dink.. You were It.",0,"male",2319,1991,4,"1989-1993"
"1558",232318,"Seinfeld","2","6","ELAINE","This is so fantastic. I don't know how to thank you.",1,"female",2323,1991,10,"1989-1993"
"1559",232418,"Seinfeld","2","6","JERRY","So, where's this boyfriend of yours? I can't wait much longer. I've got a flight.",0,"male",2324,1991,14,"1989-1993"
"1560",232517,"Seinfeld","2","6","ELAINE","Oh, probably caught in traffic.",1,"female",2325,1991,4,"1989-1993"
"1561",232617,"Seinfeld","2","6","JERRY","So what do you write, childrens books?",0,"male",2326,1991,6,"1989-1993"
"1562",232818,"Seinfeld","2","6","JERRY","I gotta get to the airport.",0,"male",2328,1991,5,"1989-1993"
"1563",232918,"Seinfeld","2","6","JERRY","The uh toilet brush is under the sink.",0,"male",2329,1991,7,"1989-1993"
"1564",233018,"Seinfeld","2","6","JERRY","I don't really feel that comfortable with a maid, either, because there's that guilt when you have someone cleaning your house. You know, you're sitting there on your sofa, and they go by with the vacuum, I'm really sorry about this. I don't know why I left that stuff over there. And that's why I could never be a maid, because I'd have an attitude. I'd find them, wherever they are in the house, Oh, I suppose you couldn't do this? No, don't get up, let me clean up your filth. No, you couldn't dust. No, this is too tough, isn't it?",0,"male",2330,1991,101,"1989-1993"
"1565",233117,"Seinfeld","2","6","JERRY","He really did an amazing job. Look! He uncoagulated the top of the dishwashing liquid! He cleaned out the bottom of the little egg cups! Come here, look at this. He cleaned the little one-inch area between the refrigerator and the counter. How did he get in there?! He must be like Rubber Man!",0,"male",2331,1991,53,"1989-1993"
"1566",233318,"Seinfeld","2","6","JERRY","Why did I think there was a Rubber Man? There's Elastic Man... Plastic Man...",0,"male",2333,1991,13,"1989-1993"
"1567",233618,"Seinfeld","2","6","ELAINE","To Ravas house. I've gotta pick up her manuscript.",1,"female",2336,1991,8,"1989-1993"
